abakus;kulram
stävja;tygla
stävs;förs
subjekt;ämne
subjektiv;partisk
subjektiv;ämne
sublim;storslagen
subordination;underkastelse
subsidier;penningunderstöd
subskribera;prenumerera
substans;innehåll
substans;materia
substans;ämne
substantiell;påtaglig
substituera;ersätta
substitut;ersättare
substitut;ersättning
substitut;surrogat
substitution;utbyte
subtil;finstämd
subtil;liten
subtrahera;minus
subvention;bidrag
subventionera;stötta ekonomiskt
succession;ordningsföljd
successiv;gradvis
successiv;stegvis
successivt;gradvis
successivt;pö om pö
successivt;stegvis
succé;framgång
succé;hit
succéartad;framgångsrik
sudd;radergummi
sudda;radera
suddgummi;kautschuk
suddgummi;radergummi
suddig;dimmig
suddig;oklar
suddig;otydlig
suddig;vag
sug;abstinens
sug;efterfrågan
sug;lust
suga;fellatera
suga;oralsex
suga;vara kass
suga apkuk;blåsa
suga ut;utarma
sugen;hungrig
suger;dålig
suger;dåligt
suger;kass
suger;tråkig
sugga;grismamma
sugga;so
suggerera;förleda
suggestion;förslag
suggestiv;förförisk
suggestiv;påverkande
suicidal;självmordsbenägen
sukta efter;gilla
sulky;barnvagn
summa;belopp
summa;total
summa;totalbelopp
summera;addera
summera;sammanfatta
summering;sammandrag
summering;sammanfattning
summering;sammanräkning
summering;sammanställning
sumpa;avhända sig
sumpa;förlora
sumpa;missa
sumpmark;kärr
sumpmark;myr
sumpmark;träsk
sumpträsk;mangrove
sund;frisk
sund;hälsobefrämjande
sund;hälsosam
sund;kry
sund;nyttig
sunt;nyttig
sup;hutt
supa;dricka
supa;kröka
super;asbra
super;bra
super;jätte
super;underbart
super-aids;mega-aids
super stor;stor
supera;äta
superb;bäst
superb;finfin
superb;härlig
superb;perfekt
superb;storslagen
superb;strålande
superb;suverän
superb;ultimat
superb;utmärkt
superb;utomordentlig
superb;ypperlig
superb;överlägsna
superbra;kanon
superläcker;het
superman;stålmannen
suppleant;ersättare
supplement;tillbehör
supplement;tillägg
supponera;förmoda
support;stöd
supporta;heja
supporta;stödja
supporter;anhängare
supporter;fan
suput;alkoholist
suput;alkoholmissbrukare
suput;fyllerist
suput;fyllo
suput;spritmissbrukare
supé;aftonmål
supé;kvällsmat
supé;kvällsmåltid
sur;arg
sur;butter
sur;gnällig
sur;gramse
sur;grinig
sur;härsken
sur;lack
sur;misslynt
sur;missnöjd
sur;purken
sur;putt
sur;tjurig
sur;trumpen
sur;tvär
sur;vresig
sur;våt
sura;muttra
surfa;leta på nätet
surfa;åka på vatten
surmjölk;fil
surna;härskna
surnat;härsket
surra;binda
surra;fästa
surra;prata
surra;sorla
surrealistisk;overklig
surrogat;ersättning
surrogat;substitut
surtant;kärring
susa;svischa
susning;aning
suspekt;dubiös
suspekt;misstänkt
suspekt;skum
suspekt;tvivelaktig
sussa;sova
sutenör;kopplare
suverän;bra
suverän;bäst
suverän;enastående
suverän;förträfflig
suverän;storartad
suverän;strålande
suverän;superb
suverän;underbar
suverän;utmärkt
suverän;utomordentlig
suveränt;bra
svacka;dal
svacka;sänka
svacka;tillfällig nedgång
svag;bräcklig
svag;klen
svag;kraftlös
svag;matt
svag;otydlig
svag;ringa
svag;skröplig
svag;skör
svag;sårbar
svag;vek
svag;veklig
svag;ynklig
svaghet;brist
svaghet;bräcklighet
svaghet;klenhet
svaghet;kraftlöshet
svaghet;vekhet
svagt;klen
svagt motlut;slakmota
svaja;gunga
svaja;vaja
svaja;vingla
svajig;instabil
svajig;ranglig
svajig;rankig
svajig;skranglig
sval;kylig
sval;ointresserad
sval;svalkande
svalg;gap
svalg;strupe
svalkande;sval
svall;böljegång
svall;kaskad
svalla;bölja
svalna;kallna
svalt;kyligt
svamla;dilla
svamla;jamsa
svamla;tramsa
svamla;yra
svammel;babbel
svammel;munväder
svammel;pladder
svansföring;hållning
svar;besked
svar;besvarande
svar;facit
svar;genmäle
svar;lösning
svar;replik
svar;respons
svara;besvara
svara;ge besked
svara;genmäla
svara;genmäle
svara;replikera
svarande;respondent
svart;bäckmörkt
svart;neger
svarthet;svärta
svartlistad;spärrad
svartlistning;bojkott
svartna;mörkna
svartsjuk;sotis
svastika;hakkors
svek;förräderi
svekfull;lömsk
svekfull;opålitlig
svensk;svensk person
svensk person;svensk
svenska;svenska språket
svenska språket;svenska
svepa;botten upp
svepa in;inhölja
svepskäl;bortförklaring
svepskäl;undanflykt
svett;transpiration
svettas;transpirera
svid;kostym
svida;bränna
svika;bedra
svika;förråda
svika;prisgiva
svika;överge
svikare;överlöpare
svikt;bedragit
svikta;vackla
sviktande;vacklande
svin;gris
svina;grisa
svinaktig;snuskig
svinbra;asbra
svindla;bedra
svindla;bedraga
svindla;bluffa
svindlare;bedragare
svindlare;bondfångare
svindlare;skojare
svindleri;bedrägeri
svindleri;skoj
svineri;griseri
svineri;oanständigheter
svineri;snusk
sving;gunga
svinga;fäkta
svinga;gunga
svinga;slunga
svira;festa
svira;ha kul
svischa;susa
svischa;vina
sviskon;katrinplommon
svit;serie
svordom;svärord
svullen;uppsvullen
svullen;uppsvälld
svulstig;pösig
svulstig;överdriven
svunnen;förfluten
svälja;sluka
svälla;expandera
svälla;jäsa
svälla;tjockna
svälla;växa
svälla;öka
svält;hungernöd
svält;hungersnöd
svälta;hungra
svältande;uthungrad
sväng;krok
sväng;krök
sväng;kurva
sväng;tur
sväng-om;dansa
svänga;cirkla
svänga;gira
svänga;pendla
svänga;ta av
svänga;vaja
svängning;oscillation
svängrum;spelrum
svängrum;utrymme
svår;avancerad
svår;besvärlig
svår;betungande
svår;grav
svår;gruvlig
svår;invecklad
svår;klurig
svår;knepig
svår;knivig
svår;komplicerad
svår;komplicerat
svår;krävande
svår;krånglig
svår;kämpig
svår;kärv
svår;mödosam
svår;ohanterlig
svår;omedgörlig
svår;svårt
svår;tung
svår;tungrodd
svår;vansklig
svära;lova
svårartad;allvarlig
svårartad;elakartad
svårartad;malign
svårbedd;svårövertalad
svårdefinierbar;vag
svärdskamp;fäktning
svårfarbar;oländig
svårframkomlig;oländig
svårförstådd;komplicerad
svårgenomförd;tungrodd
svårhanterlig;besvärlig
svårhanterlig;vansklig
svårighet;besvär
svårighet;bryderi
svårighet;hinder
svårighet;knipa
svårighet;krångel
svårighet;möda
svårighet;nöd
svårighet;problem
svårighet;prövning
svårighet;trassel
svårighet;trubbel
svårighet;trångmål
svårighet;vansklighet
svårligen;med möda
svårligen;med svårighet
svårligen;näppeligen
svärm;grupp
svärm;hop
svärm;samling
svärm;skara
svårmod;dyster
svårmod;melankoli
svårmod;tungsinne
svårmodig;dyster
svårmodig;förstämd
svårmodig;melankolisk
svårmodig;sorgsen
svårmodig;tung
svärord;svordom
svårstoppad;oförtruten
svårt;besvärligt
svårt;komplicerat
svårt;marigt
svårt;svår
svårt;tufft
svärta;besudla
svärta;sot
svärta;svarthet
svärta ned;besudla
svårövertalad;avvisande
svårövertalad;envis
svårövertalad;motsträvig
svårövertalad;motvillig
svårövertalad;omedgörlig
svårövertalad;ovillig
svårövertalad;svårbedd
svårövertalad;vrång
sväva;levitera
svävande;oklar
svävande;vag
syd;söder
sydlig;söderut
sydost;sydöst
sydväst;regnhatt
sydöst;sydost
syfta;hänvisa
syfta;mena
syfta;ämna
syfte;anledning
syfte;avsikt
syfte;intention
syfte;mening
syfte;motiv
syfte;uppsåt
syfte;ändamål
syftning;anspelning
symbol;logotyp
symbol;märke
symbol;tecken
symbolisk;bildlig
sympati;deltagande
sympati;förståelse
sympati;medkänsla
sympati;medlidande
sympatisera;medkänna
sympatisera;samtycka
sympatisera;stödja
sympatisk;empatisk
sympatisk;medlidande
sympatisk;trevlig
sympatisk;vänlig
sympatisör;anhängare
symposium;konferens
symposium;seminarium
symptom;symtom
symtom;symptom
symtom;tecken
symtom;yttring
symtomatiskt;typiskt
syn;anblick
syn;betrakta
syn;betraktelsesätt
syn;mening
syn;sikt
syn;sikte
syn;uppenbarelse
syn;uppfattning
syn;vision
syn;åsikt
syna;bese
syna;besiktiga
syna;granska
syna;granskning
syna;inspektera
syna;kolla
syna;kontrollera
syna;nagelfara
syna;observera
syna;okulärbesikta
syna;skärskåda
syna;skåda
syna;undersöka
syna;visitera
syna av;avsöka
syna av;granska
synas;figurera
synas;förefalla
synbar;påtaglig
synbar;synlig
synbarligen;uppenbarligen
synd;missgärning
synd;otrohet
synd;otukt
syning;inspektion
synlig;synbar
synlig;visuell
synliggjord;visualiserad
synliggöra;förtydliga
synliggöra;lyfta fram
synliggöra;visa
synliggöra;visualisera
synnerligen;högst
synnerligen;i all synnerhet
synnerligen;i hög grad
synnerligen;i högsta grad
synnerligen;påtagligt
synnerligen;särdeles
synnerligen;verkligen
synonym;alternativord
synonym;ersättningsord
synonym;i andra ord
synonym;lika
synonym;lika ledes
synonym;likaartad
synonym;likabetydande
synonym;likabetydande ord
synonym;likbetydande
synonym;liknelse
synonym;likord
synonym;liktydig
synonym;likvärdig
synonym;motsvarighet
synonym;sambetydlig
synonym;samma
synonym;samma sak
synonym;tvillingord
synonym;utbytesord
synonymer;liknande ord
synpunkt;aspekt
synpunkt;mening
synpunkt;ställning
synpunkt;uppfattning
synpunkt;åsikt
synpunkt;åsikter
synpunkter;åsikter
synrand;horisont
synsk;klärvoajant
synsätt;betraktelsesätt
synsätt;inställning
synsätt;perspektiv
synsätt;uppfattning
syntetisk;konstgjord
synvilla;hallucination
synvilla;hjärnspöke
synvilla;hägring
synvilla;illusion
synvilla;inbillning
synvinkel;aspekt
synvinkel;perspektiv
syre;oxygen
syrgas;oxygen
syrra;syster
syskonbarn;brorson
syslöjd;textilslöjd
sysselsatt;verksam
sysselsättning;aktivitet
sysselsättning;arbete
sysselsättning;göromål
sysselsättning;jobb
sysselsättning;syssla
sysselsättning;yrke
syssla;arbete
syssla;arbetsuppgift
syssla;befattning
syssla;bestyr
syssla;fixa
syssla;förehavande
syssla;göra
syssla;göromål
syssla;jobb
syssla;pyssla
syssla;sysselsättning
syssla;uppgift
syssla;verksamhet
syssla;yrke
sysslar med;håller på
syssling;tremening
sysslolös;overksam
system;ordna
systematisera;indela
systematisera;ordna
systematisera;sortera
systematisk;metodisk
syster;min mammas barn
syster;sköterska
syster;syrra
systerson;nevö
så;odla
så där;ganska
så klart;givetvis
så klart;naturligtvis
så klart;självfallet
så småningom;snart
så till vida;förutsatt
säck;kasse
säck;pung
säck;påse
säcka;sjunka
säckig;slapp
säd;mjölke
säd;spannmål
säd;sperma
sådan;dylik
söder;syd
söderut;sydlig
sädesavgång;ejakulation
sädescell;spermie
sädesvätska;sperma
sådär;halvbra
såframt;såvida
såg;tittade
säg till;hojta
säga;anföra
säga;berätta
säga;framföra
säga;knysta
säga;prata
säga;tala
säga;tala om
säga;uppge
säga;uttala
säga;yttra
såga;kapa
säga hej;hälsa
säga nej;neka
säga sig vara;utger
sägen;historia
sägen;myt
säger;anser
säger;uppge
söka;eftersträva
söka;forska
söka;kolla
söka;leta
söka;leta efter
söka av;granska
söka igenom;avsöka
sökande;forskande
sökande;letande
sökande;spanande
sökande;spaning
sökande;treva
säker;bestämd
säker;förvissad
säker;oomtvistlig
säker;osviklig
säker;otvetydig
säker;otvivelaktig
säker;pålitlig
säker;riskfri
säker;tillförlitlig
säker;trygg
säker;viss
säker;övertygad
säker eller van;rutinerad
säkerhet;borgen
säkerhet;förvissning
säkerhet;garant
säkerhet;garanti
säkerhet;pant
säkerhet;trygghet
säkerligen;onekligen
säkerligen;otvivelaktigt
säkerställa;befästa
säkerställa;betrygga
säkerställa;försäkra sig om
säkerställa;slå fast
säkerställa;säkra
säkerställa;trygga
säkert;absolut
säkert;bestämt
säkert;bevisligen
säkert;odiskutabelt
säkert;sannerligen
säkert;tvärsäkert
såklart;ja
säkra;befästa
säkra;fästa
säkra;garantera
säkra;låsa
säkra;säkerställa
säkra;trygg
säkra;trygga
säkra;tryggad
söla;maska
söla;slabba
således;alltså
således;därför
således;följaktligen
således;sålunda
sölig;grisig
sölig;långsam
sölig;senfärdig
sälja;avyttra
sälja;försälja
sälja;kränga
sälja;saluföra
säljaransvar;garanti
säljare;expedit
säljare;nasare
säljer;saluför
säll;lycklig
säll;salig
sålla;filtrera ut
sålla;gallra
sålla;skilja
sållning;filtrering
sållning;sovring
sällsam;besynnerlig
sällsam;egendomlig
sällsam;förunderlig
sällsam;märklig
sällsam;märkvärdig
sällsam;ovanlig
sällskap;följe
sällskap;följeslagare
sällskap;grupp
sällskap;klubb
sällskap;samfund
sällskap;samling
sällskap;sammanslutning
sällskap;tillsammans
sällskap;umgänge
sällskaplig;konversabel
sällskaplig;social
sällskapsdjur;husdjur
sällsyn;ovanlig
sällsynt;ovanlig
sällsynt;ovanligt
sällsynt;udda
sällsynta;rara
sällsynthet;ovanlig
sällsynthet;ovanlighet
sälsynt;ovanlig
sålunda;således
sämja;harmoni
sömnig;dåsig
sömnig;trött
sömnighet;trötthet
sömntuta;sjusovare
sämre;mindre bra
sämst;dåligast
sända;avsända
sända;skicka
sända;överföra
sända iväg;emittera
sändebud;kurir
sönder;haveri
sönder;sönderbruten
sönder;trasig
sönderbruten;sönder
sönderdela;bryta
sönderdela;hacka
sönderdela;spjälka
sönderdelning;fragmentering
sönderfall;splittring
sönderfall;söndring
sönderfalla;brista
sönderfalla;gå isär
sönderfalla;gå om intet
sönderfalla;krackelera
sönderfalla;söndras
sönderfalla;upplösas
sönderslå;förgöra
sönderslå;knäcka
sönderslå;krossa
sönderslå;kvadda
sönderslå;tillintetgöra
söndersmula;förgöra
söndersmula;förstöra
söndersmula;pulverisera
söndersmula;pulvrisera
söndersmula;tillintetgöra
sändning;leverans
sändning;överföring
söndra;splittra
söndras;sönderfalla
söndring;brytning
söndring;missämja
söndring;split
söndring;splittring
söndring;sönderfall
säng;binge
säng;bädd
säng;koj
säng;slaf
säng;sovplats
sång;låt
sång;visa
sångare;sångerska
sångare;vokalist
sängbord;nattduksbord
sångerska;sångare
sängkammare;sovrum
sångnamn;titel
sängplats;bädd
sänka;dal
sänka;degradera
sänka;dämpa
sänka;fälla
sänka;fördjupning
sänka;hissa ner
sänka;narr
sänka;reducera
sänka;svacka
sänka ned;fira
sänke;lod
sänkning;degradering
sänkning;minskning
sänkning;nedgång
sänkning;nedsättning
sänkning;reducering
sänkning;reduktion
såpa;såpopera
såpopera;såpa
sär;efterbliven
sär;egen
sära;avskilja
sära;dela
sära;skilja
sära;urskilja
såra;förolämpa
såra;förorätta
såra;kränka
såra;skada
såra;åsamka lidande
särad;åtskild
sårad;ledsen
sårad;stött
sårbar;känslig
sårbar;svag
sårbar;utsatt
sårbar;ömtålig
särdeles;synnerligen
särdeles;ytterst
särdrag;egenhet
särdrag;karakteristikum
särdrag;kännetecken
särdrag;kännetecknande
säregen;besynnerlig
säregen;egendomlig
säregen;konstig
säregen;märklig
säregen;ovanlig
säregen;speciell
säregen;udda
säregen;underlig
säregen;utstickande
särfall;undantag
sörja;begråta
sörja;gegga
sörja;gyttja
sörja;slam
sörja;slask
sörja;smuts
särling;kuf
särling;utanförstående
särprägel;egenart
särpräglad;karakteristisk
särpräglad;speciell
särpräglad;typisk
särpräglad;udda
särpräglad;utmärkande
särskilja;separera
särskilt;i synnerhet
särskilt;speciellt
såsa;sega
såsig;långsam
såskopp;slashas
såsom;som
säsong;årstid
söt;bedårande
söt;fager
söt;grann
söt;gullig
söt;gulligt
söt;ljuv
söt;näpen
söt;sockrig
söt;tjusig
söta;sockra
säte;hemvist
säte;plats
säte;residens
säte;sits
säter;stuga
sötnos;goding
sötnos;gulleplutt
sötsak;godis
sötsak;karamell
sötsak;snask
sötsaker;godis
sätt;fason
sätt;metod
sätt;taktik
sött;fin
sött;rart
sött;sockrigt
sätt att leva;leverne
sätta;hålla
sätta;placera
sätta;plantera
sätta;satsa
sätta dit;applicera
sätta fram;servera
sätta fri;fritagen
sätta före;prioritera
sätta ihop;sammansätta
sätta på;sex
sätta på;starta
sätta på spel;riskera
sätta på spel;äventyra
sätta samman;komponera
sätta sig;slå sig ner
sätta stopp för;avstyra
sätta upp;montera
sätta upp;rigga
såvida;såframt
sävlig;flegmatisk
sävlig;långsamt
sävlig;senfärdig
ta;fatta
ta;fånga
ta;föra
ta;greppa
ta;gripa
ta;haffa
ta;knycka
ta;lägga beslag på
ta;lägga rabarber på
ta;norpa
ta;plocka
ta;sno
ta;tag
ta;taga
ta;tager
ta;tåla
ta av;svänga
ta av daga;döda
ta avstånd ifrån;förskjuta
ta betalt;inkassera
ta bort;avlägsna
ta bort;avverka
ta bort;deleta
ta bort;eliminera
ta bort;radera
ta bort;röja
ta bort;slopa
ta bort;stryka
ta bort;ta dän
ta bort;undanröja
ta bort;undanskaffa
ta bort;utmönstra
ta det lugn;softa
ta det lugnt;hänga
ta det lugnt;softa
ta dän;ta bort
ta emot;fånga
ta emot;mottaga
ta en tupplur;sova
ta ett dopp;bada
ta fel;missminna
ta för givet;förutsätta
ta hand om;förvalta
ta hand om;passa
ta hand om;sköta
ta hänsyn;beakta
ta hänsyn;respektera
ta hänsyn till;beakta
ta i;överdriva
ta i besittning;erövra
ta ifrån;avhända
ta ifrån;beröva
ta itu med;vidtaga
ta kål på;förgöra
ta kål på;förinta
ta kål på;utplåna
ta livet av;döda
ta loss;lösa
ta mark;landa
ta miste;missminna
ta ned;riva
ta notis;märka
ta notis;uppmärksamma
ta på;röra
ta reda på;granska
ta reda på;undersöka
ta sig en lur;sova
ta sönder;fördärva
ta tag;gripa
ta tag i;grabba
ta tag i;vidtaga
ta tid;klocka
ta till orda;tala
ta tillbaka;återkalla
ta tillbaka;återta
ta tillvara;tillvarata
ta utan lov;stjäla
ta över;erövra
ta över efter;efterträda
tabbe;blunder
tabbe;felsteg
tabbe;groda
tabbe;klavertramp
tabbe;missgrepp
tabbe;misstag
tablett;piller
tabu;förbjuden
tacka nej;avböja
tacksam;nöjd
tadla;klandra
tafatt;bortkommen
tafatt;fumlig
tafatt;osäker
tafatt;tafflig
tafatt;valhänt
tafflig;tafatt
tafsa;antasta
tafsa;kladda
tafsa;pilla
tag;fattning
tag;grepp
tag;stund
tag;ta
taga;ta
tagen;gripen
tagen;rörd
tagen på sängen;förvånad
tagen ur sitt sammanhang;lösryckt
tager;ta
tagg;spets
tagg;törn
tagg;törne
tagga;gitta
tagga;märka
taggad;grym
taggad;peppad
taggig;stickig
tagning;inspelning
tajma;klaffa
tajmning;timing
tajt;trång
tajt;åtsittande
tajt;åtsmitande
tak;hustak
tak;övre gräns
takarmatur;ljuskrona
takt;frekvens
takt;rytm
takt;taktfullhet
takt;tempo
taktfast;jämn
taktfast;rytmisk
taktfull;finkänslig
taktfullhet;takt
taktik;strategi
taktik;sätt
taktil perception;känsel
taktiskt tillbakadragande;reträtt
taktlös;tölpaktig
tal;anförande
tal;nummer
tal;prat
tala;dryfta
tala;knysta
tala;konversera
tala;orera
tala;prata
tala;pratar
tala;samtala
tala;snacka
tala;språka
tala;säga
tala;ta till orda
tala;yttra
tala bakom ryggen;baktala
tala dalmål;dalska
tala för;plädera
